FIPS,County,State,Condition,Urban/Rural,Total,Total No. of Beneficiaries,White,No. of Beneficiaries Who are White,Black,No. of Beneficiaries Who are Black,Asian/Pacific Islander,No. of Beneficiaries Who are Asian/Pacific Islander,Hispanic,No. of Beneficiaries Who are Hispanic,American Indian/Alaska Native,No. of Beneficiaries Who are American Indian/Alaska Native,Other,No. of Beneficiaries Who are in Other Ethic Groups
37069,FRANKLIN,NC,Hypertension,Urban,62,"[5,000-9,999]",60,"[5,000-9,999]",68,"[1,000-4,999]",46,[11-499],47,[11-499],*,*,50,[11-499]
37071,GASTON,NC,Hypertension,Urban,61,"[10,000+]",61,"[10,000+]",63,"[1,000-4,999]",55,[11-499],53,[11-499],55,[11-499],55,[11-499]
37073,GATES,NC,Hypertension,Rural,70,"[1,000-4,999]",66,"[1,000-4,999]",77,[500-999],*,*,*,*,*,*,*,*
37075,GRAHAM,NC,Hypertension,Rural,53,"[1,000-4,999]",52,"[1,000-4,999]",*,*,*,*,*,*,60,[11-499],*,*
37077,GRANVILLE,NC,Hypertension,Rural,56,"[5,000-9,999]",53,"[1,000-4,999]",64,"[1,000-4,999]",38,[11-499],36,[11-499],*,*,56,[11-499]
37079,GREENE,NC,Hypertension,Urban,65,"[1,000-4,999]",64,"[1,000-4,999]",67,[500-999],*,*,62,[11-499],*,*,*,*
37081,GUILFORD,NC,Hypertension,Urban,58,"[10,000+]",58,"[10,000+]",60,"[5,000-9,999]",49,[500-999],48,[500-999],37,[11-499],55,[11-499]
37083,HALIFAX,NC,Hypertension,Rural,70,"[10,000+]",68,"[1,000-4,999]",72,"[5,000-9,999]",68,[11-499],59,[11-499],67,[11-499],66,[11-499]
37085,HARNETT,NC,Hypertension,Rural,68,"[10,000+]",67,"[5,000-9,999]",72,"[1,000-4,999]",45,[11-499],60,[11-499],59,[11-499],79,[11-499]
37087,HAYWOOD,NC,Hypertension,Urban,57,"[10,000+]",57,"[10,000+]",70,[11-499],50,[11-499],42,[11-499],50,[11-499],57,[11-499]
37089,HENDERSON,NC,Hypertension,Urban,53,"[10,000+]",53,"[10,000+]",60,[11-499],46,[11-499],45,[11-499],64,[11-499],47,[11-499]
37091,HERTFORD,NC,Hypertension,Rural,69,"[1,000-4,999]",64,"[1,000-4,999]",73,"[1,000-4,999]",67,[11-499],33,[11-499],*,*,82,[11-499]
37093,HOKE,NC,Hypertension,Urban,65,"[1,000-4,999]",62,"[1,000-4,999]",69,"[1,000-4,999]",46,[11-499],61,[11-499],61,[11-499],62,[11-499]
37095,HYDE,NC,Hypertension,Rural,61,[500-999],57,[500-999],73,[11-499],*,*,*,*,*,*,*,*
37097,IREDELL,NC,Hypertension,Rural,61,"[10,000+]",61,"[10,000+]",67,"[1,000-4,999]",49,[11-499],50,[11-499],55,[11-499],66,[11-499]
37099,JACKSON,NC,Hypertension,Rural,53,"[5,000-9,999]",52,"[1,000-4,999]",56,[11-499],44,[11-499],51,[11-499],57,[11-499],39,[11-499]
37101,JOHNSTON,NC,Hypertension,Urban,65,"[10,000+]",65,"[10,000+]",69,"[1,000-4,999]",51,[11-499],53,[500-999],0,[11-499],65,[11-499]
37103,JONES,NC,Hypertension,Rural,69,"[1,000-4,999]",67,"[1,000-4,999]",75,[500-999],*,*,60,[11-499],*,*,*,*
37105,LEE,NC,Hypertension,Rural,62,"[5,000-9,999]",61,"[5,000-9,999]",67,"[1,000-4,999]",47,[11-499],57,[11-499],82,[11-499],50,[11-499]
37107,LENOIR,NC,Hypertension,Rural,69,"[10,000+]",68,"[5,000-9,999]",71,"[1,000-4,999]",38,[11-499],56,[11-499],40,[11-499],57,[11-499]
37109,LINCOLN,NC,Hypertension,Rural,65,"[10,000+]",64,"[5,000-9,999]",69,[11-499],48,[11-499],61,[11-499],*,*,53,[11-499]
37111,MC DOWELL,NC,Hypertension,Rural,59,"[5,000-9,999]",59,"[5,000-9,999]",67,[11-499],52,[11-499],46,[11-499],73,[11-499],41,[11-499]
37113,MACON,NC,Hypertension,Rural,56,"[5,000-9,999]",56,"[5,000-9,999]",53,[11-499],48,[11-499],52,[11-499],57,[11-499],53,[11-499]
37115,MADISON,NC,Hypertension,Urban,48,"[1,000-4,999]",48,"[1,000-4,999]",36,[11-499],*,*,0,[11-499],*,*,45,[11-499]
37117,MARTIN,NC,Hypertension,Rural,72,"[1,000-4,999]",70,"[1,000-4,999]",75,"[1,000-4,999]",53,[11-499],56,[11-499],*,*,77,[11-499]
37119,MECKLENBURG,NC,Hypertension,Urban,57,"[10,000+]",55,"[10,000+]",63,"[10,000+]",53,"[1,000-4,999]",53,"[1,000-4,999]",54,[11-499],55,[500-999]
37121,MITCHELL,NC,Hypertension,Rural,56,"[1,000-4,999]",56,"[1,000-4,999]",*,*,*,*,58,[11-499],*,*,*,*
37123,MONTGOMERY,NC,Hypertension,Rural,64,"[1,000-4,999]",63,"[1,000-4,999]",72,[500-999],34,[11-499],47,[11-499],*,*,83,[11-499]
37125,MOORE,NC,Hypertension,Rural,60,"[10,000+]",59,"[10,000+]",69,"[1,000-4,999]",62,[11-499],47,[11-499],41,[11-499],58,[11-499]
37127,NASH,NC,Hypertension,Urban,69,"[10,000+]",66,"[10,000+]",72,"[5,000-9,999]",53,[11-499],64,[11-499],57,[11-499],56,[11-499]
37129,NEW HANOVER,NC,Hypertension,Urban,63,"[10,000+]",62,"[10,000+]",72,"[1,000-4,999]",47,[11-499],57,[11-499],47,[11-499],64,[11-499]
37131,NORTHAMPTON,NC,Hypertension,Rural,71,"[1,000-4,999]",70,"[1,000-4,999]",73,"[1,000-4,999]",*,*,60,[11-499],*,*,*,*
37133,ONSLOW,NC,Hypertension,Urban,60,"[10,000+]",60,"[10,000+]",65,"[1,000-4,999]",50,[11-499],52,[500-999],70,[11-499],58,[11-499]
37135,ORANGE,NC,Hypertension,Urban,46,"[10,000+]",45,"[10,000+]",60,"[1,000-4,999]",43,[11-499],40,[11-499],*,*,51,[11-499]
37137,PAMLICO,NC,Hypertension,Rural,61,"[1,000-4,999]",59,"[1,000-4,999]",73,[11-499],55,[11-499],50,[11-499],*,*,79,[11-499]
37139,PASQUOTANK,NC,Hypertension,Rural,67,"[5,000-9,999]",65,"[1,000-4,999]",73,"[1,000-4,999]",71,[11-499],60,[11-499],*,*,44,[11-499]
37141,PENDER,NC,Hypertension,Urban,64,"[5,000-9,999]",62,"[5,000-9,999]",74,"[1,000-4,999]",48,[11-499],48,[11-499],*,*,55,[11-499]
37143,PERQUIMANS,NC,Hypertension,Rural,64,"[1,000-4,999]",62,"[1,000-4,999]",73,[500-999],69,[11-499],*,*,*,*,*,*
37145,PERSON,NC,Hypertension,Urban,60,"[1,000-4,999]",59,"[1,000-4,999]",66,[500-999],64,[11-499],45,[11-499],*,*,75,[11-499]
37147,PITT,NC,Hypertension,Urban,62,"[10,000+]",60,"[10,000+]",67,"[5,000-9,999]",47,[11-499],55,[11-499],*,*,50,[11-499]
37149,POLK,NC,Hypertension,Rural,50,"[1,000-4,999]",50,"[1,000-4,999]",64,[11-499],*,*,43,[11-499],*,*,38,[11-499]
37151,RANDOLPH,NC,Hypertension,Urban,59,"[10,000+]",59,"[10,000+]",60,[500-999],58,[11-499],48,[11-499],50,[11-499],44,[11-499]
37153,RICHMOND,NC,Hypertension,Rural,68,"[5,000-9,999]",66,"[5,000-9,999]",73,"[1,000-4,999]",36,[11-499],59,[11-499],38,[11-499],67,[11-499]
37155,ROBESON,NC,Hypertension,Rural,69,"[10,000+]",69,"[5,000-9,999]",72,"[1,000-4,999]",61,[11-499],55,[11-499],66,"[1,000-4,999]",68,"[1,000-4,999]"
37157,ROCKINGHAM,NC,Hypertension,Urban,63,"[5,000-9,999]",62,"[5,000-9,999]",67,"[1,000-4,999]",48,[11-499],42,[11-499],*,*,57,[11-499]
37159,ROWAN,NC,Hypertension,Rural,60,"[10,000+]",60,"[10,000+]",65,"[1,000-4,999]",57,[11-499],48,[11-499],67,[11-499],61,[11-499]
37161,RUTHERFORD,NC,Hypertension,Rural,55,"[10,000+]",54,"[5,000-9,999]",66,[500-999],52,[11-499],51,[11-499],*,*,50,[11-499]
37163,SAMPSON,NC,Hypertension,Rural,69,"[5,000-9,999]",68,"[1,000-4,999]",73,"[1,000-4,999]",50,[11-499],58,[11-499],62,[11-499],74,[11-499]
37165,SCOTLAND,NC,Hypertension,Rural,69,"[5,000-9,999]",68,"[1,000-4,999]",72,"[1,000-4,999]",79,[11-499],60,[11-499],55,[11-499],73,[11-499]
37167,STANLY,NC,Hypertension,Urban,61,"[5,000-9,999]",61,"[5,000-9,999]",65,[500-999],42,[11-499],50,[11-499],83,[11-499],57,[11-499]
37169,STOKES,NC,Hypertension,Urban,65,"[1,000-4,999]",64,"[1,000-4,999]",71,[11-499],*,*,63,[11-499],*,*,*,*
37171,SURRY,NC,Hypertension,Rural,63,"[5,000-9,999]",63,"[5,000-9,999]",67,[11-499],72,[11-499],50,[11-499],*,*,68,[11-499]
37173,SWAIN,NC,Hypertension,Rural,56,"[1,000-4,999]",53,"[1,000-4,999]",65,[11-499],*,*,40,[11-499],65,[500-999],46,[11-499]
37175,TRANSYLVANIA,NC,Hypertension,Rural,51,"[5,000-9,999]",51,"[5,000-9,999]",64,[11-499],35,[11-499],55,[11-499],*,*,35,[11-499]
37177,TYRRELL,NC,Hypertension,Rural,61,[500-999],55,[11-499],75,[11-499],*,*,*,*,*,*,*,*
37179,UNION,NC,Hypertension,Urban,61,"[10,000+]",60,"[10,000+]",67,"[1,000-4,999]",54,[11-499],55,[11-499],47,[11-499],68,[11-499]
37181,VANCE,NC,Hypertension,Rural,59,"[5,000-9,999]",57,"[1,000-4,999]",61,"[1,000-4,999]",44,[11-499],50,[11-499],*,*,44,[11-499]
37183,WAKE,NC,Hypertension,Urban,56,"[10,000+]",55,"[10,000+]",64,"[10,000+]",52,"[1,000-4,999]",50,"[1,000-4,999]",73,[11-499],54,[500-999]
37185,WARREN,NC,Hypertension,Rural,64,"[1,000-4,999]",59,"[1,000-4,999]",69,"[1,000-4,999]",*,*,35,[11-499],53,[11-499],57,[11-499]
37187,WASHINGTON,NC,Hypertension,Rural,64,"[1,000-4,999]",61,"[1,000-4,999]",67,"[1,000-4,999]",*,*,54,[11-499],*,*,33,[11-499]
37189,WATAUGA,NC,Hypertension,Rural,58,"[5,000-9,999]",58,"[1,000-4,999]",69,[11-499],*,*,58,[11-499],*,*,71,[11-499]
37191,WAYNE,NC,Hypertension,Urban,65,"[10,000+]",64,"[10,000+]",66,"[5,000-9,999]",50,[11-499],53,[11-499],53,[11-499],63,[11-499]
37193,WILKES,NC,Hypertension,Rural,62,"[5,000-9,999]",62,"[5,000-9,999]",62,[11-499],58,[11-499],51,[11-499],*,*,56,[11-499]
37195,WILSON,NC,Hypertension,Rural,66,"[10,000+]",64,"[5,000-9,999]",71,"[1,000-4,999]",47,[11-499],55,[11-499],*,*,46,[11-499]
37197,YADKIN,NC,Hypertension,Urban,64,"[1,000-4,999]",65,"[1,000-4,999]",69,[11-499],*,*,43,[11-499],*,*,83,[11-499]
37199,YANCEY,NC,Hypertension,Rural,52,"[1,000-4,999]",52,"[1,000-4,999]",47,[11-499],*,*,61,[11-499],*,*,60,[11-499]
38001,ADAMS,ND,Hypertension,Rural,46,[500-999],46,[500-999],*,*,*,*,*,*,*,*,*,*
38003,BARNES,ND,Hypertension,Rural,50,"[1,000-4,999]",50,"[1,000-4,999]",*,*,*,*,*,*,*,*,*,*
38005,BENSON,ND,Hypertension,Rural,57,[500-999],54,[500-999],*,*,*,*,*,*,63,[11-499],*,*
38007,BILLINGS,ND,Hypertension,Rural,45,[11-499],45,[11-499],*,*,*,*,*,*,*,*,*,*
38009,BOTTINEAU,ND,Hypertension,Rural,52,"[1,000-4,999]",52,"[1,000-4,999]",*,*,*,*,*,*,48,[11-499],*,*
38011,BOWMAN,ND,Hypertension,Rural,45,[500-999],45,[500-999],*,*,*,*,*,*,*,*,*,*
38013,BURKE,ND,Hypertension,Rural,51,[11-499],51,[11-499],*,*,*,*,*,*,*,*,*,*
38015,BURLEIGH,ND,Hypertension,Urban,49,"[10,000+]",49,"[10,000+]",37,[11-499],45,[11-499],30,[11-499],44,[11-499],59,[11-499]
38017,CASS,ND,Hypertension,Urban,50,"[10,000+]",51,"[10,000+]",46,[11-499],42,[11-499],46,[11-499],41,[11-499],50,[11-499]
38019,CAVALIER,ND,Hypertension,Rural,47,[500-999],47,[500-999],*,*,*,*,*,*,62,[11-499],*,*
38021,DICKEY,ND,Hypertension,Rural,49,[500-999],49,[500-999],*,*,*,*,*,*,*,*,*,*
38023,DIVIDE,ND,Hypertension,Rural,53,[11-499],53,[11-499],*,*,*,*,*,*,*,*,*,*
38025,DUNN,ND,Hypertension,Rural,52,[11-499],52,[11-499],*,*,*,*,*,*,61,[11-499],*,*
38027,EDDY,ND,Hypertension,Rural,48,[11-499],47,[11-499],*,*,*,*,*,*,78,[11-499],*,*
38029,EMMONS,ND,Hypertension,Rural,46,[500-999],46,[500-999],*,*,*,*,*,*,*,*,*,*
38031,FOSTER,ND,Hypertension,Rural,51,[500-999],51,[500-999],*,*,*,*,*,*,*,*,*,*
38033,GOLDEN VALLEY,ND,Hypertension,Rural,46,[11-499],46,[11-499],*,*,*,*,*,*,*,*,*,*
38035,GRAND FORKS,ND,Hypertension,Urban,50,"[5,000-9,999]",50,"[5,000-9,999]",48,[11-499],26,[11-499],40,[11-499],41,[11-499],58,[11-499]
38037,GRANT,ND,Hypertension,Rural,45,[11-499],46,[11-499],*,*,*,*,*,*,*,*,*,*
38039,GRIGGS,ND,Hypertension,Rural,45,[11-499],45,[11-499],*,*,*,*,*,*,*,*,*,*
38041,HETTINGER,ND,Hypertension,Rural,48,[500-999],48,[500-999],*,*,*,*,*,*,*,*,*,*
38043,KIDDER,ND,Hypertension,Rural,48,[11-499],48,[11-499],*,*,*,*,*,*,*,*,*,*
38045,LA MOURE,ND,Hypertension,Rural,51,[500-999],51,[500-999],*,*,*,*,*,*,*,*,*,*
38047,LOGAN,ND,Hypertension,Rural,55,[11-499],55,[11-499],*,*,*,*,*,*,*,*,*,*
38049,MCHENRY,ND,Hypertension,Rural,53,"[1,000-4,999]",53,"[1,000-4,999]",*,*,*,*,*,*,*,*,*,*
38051,MCINTOSH,ND,Hypertension,Rural,56,[500-999],56,[500-999],*,*,*,*,*,*,*,*,*,*
38053,MCKENZIE,ND,Hypertension,Rural,50,[500-999],49,[500-999],*,*,*,*,*,*,58,[11-499],*,*
38055,MCLEAN,ND,Hypertension,Rural,50,"[1,000-4,999]",50,"[1,000-4,999]",*,*,*,*,*,*,66,[11-499],*,*
38057,MERCER,ND,Hypertension,Rural,53,"[1,000-4,999]",53,"[1,000-4,999]",*,*,*,*,*,*,47,[11-499],*,*
38059,MORTON,ND,Hypertension,Urban,52,"[1,000-4,999]",52,"[1,000-4,999]",36,[11-499],64,[11-499],38,[11-499],52,[11-499],42,[11-499]
38061,MOUNTRAIL,ND,Hypertension,Rural,47,"[1,000-4,999]",46,[500-999],*,*,*,*,21,[11-499],51,[11-499],*,*
38063,NELSON,ND,Hypertension,Rural,55,[500-999],55,[500-999],*,*,*,*,*,*,*,*,*,*
38065,OLIVER,ND,Hypertension,Rural,49,[11-499],50,[11-499],*,*,*,*,*,*,*,*,*,*
38067,PEMBINA,ND,Hypertension,Rural,49,"[1,000-4,999]",48,"[1,000-4,999]",*,*,*,*,*,*,53,[11-499],*,*
38069,PIERCE,ND,Hypertension,Rural,49,[500-999],50,[500-999],*,*,*,*,*,*,*,*,*,*
38071,RAMSEY,ND,Hypertension,Rural,58,"[1,000-4,999]",58,"[1,000-4,999]",*,*,*,*,0,[11-499],55,[11-499],64,[11-499]
38073,RANSOM,ND,Hypertension,Rural,56,"[1,000-4,999]",56,"[1,000-4,999]",*,*,*,*,*,*,*,*,*,*
38075,RENVILLE,ND,Hypertension,Rural,50,[11-499],49,[11-499],*,*,*,*,*,*,*,*,*,*
38077,RICHLAND,ND,Hypertension,Rural,47,"[1,000-4,999]",47,"[1,000-4,999]",*,*,*,*,23,[11-499],61,[11-499],*,*
38079,ROLETTE,ND,Hypertension,Rural,50,"[1,000-4,999]",54,[500-999],*,*,*,*,*,*,49,[500-999],24,[11-499]
38081,SARGENT,ND,Hypertension,Rural,48,[500-999],48,[500-999],*,*,*,*,*,*,55,[11-499],*,*
38083,SHERIDAN,ND,Hypertension,Rural,54,[11-499],55,[11-499],*,*,*,*,*,*,*,*,*,*
38085,SIOUX,ND,Hypertension,Rural,50,[11-499],45,[11-499],*,*,*,*,*,*,53,[11-499],*,*
38087,SLOPE,ND,Hypertension,Rural,40,[11-499],40,[11-499],*,*,*,*,*,*,*,*,*,*
38089,STARK,ND,Hypertension,Rural,55,"[1,000-4,999]",55,"[1,000-4,999]",33,[11-499],*,*,39,[11-499],58,[11-499],50,[11-499]
38091,STEELE,ND,Hypertension,Rural,51,[11-499],50,[11-499],*,*,*,*,*,*,*,*,*,*
38093,STUTSMAN,ND,Hypertension,Rural,43,"[1,000-4,999]",43,"[1,000-4,999]",55,[11-499],*,*,42,[11-499],46,[11-499],*,*
38095,TOWNER,ND,Hypertension,Rural,54,[11-499],54,[11-499],*,*,*,*,*,*,45,[11-499],*,*
38097,TRAILL,ND,Hypertension,Rural,46,"[1,000-4,999]",46,"[1,000-4,999]",*,*,*,*,*,*,38,[11-499],*,*
38099,WALSH,ND,Hypertension,Rural,52,"[1,000-4,999]",52,"[1,000-4,999]",*,*,*,*,58,[11-499],46,[11-499],*,*
38101,WARD,ND,Hypertension,Rural,59,"[5,000-9,999]",60,"[5,000-9,999]",49,[11-499],42,[11-499],51,[11-499],55,[11-499],71,[11-499]
38103,WELLS,ND,Hypertension,Rural,43,"[1,000-4,999]",43,"[1,000-4,999]",*,*,*,*,*,*,*,*,*,*
38105,WILLIAMS,ND,Hypertension,Rural,46,"[1,000-4,999]",45,"[1,000-4,999]",31,[11-499],*,*,49,[11-499],54,[11-499],60,[11-499]
39001,ADAMS,OH,Hypertension,Rural,64,"[1,000-4,999]",64,"[1,000-4,999]",67,[11-499],*,*,64,[11-499],*,*,69,[11-499]
39003,ALLEN,OH,Hypertension,Urban,61,"[10,000+]",61,"[10,000+]",67,"[1,000-4,999]",55,[11-499],50,[11-499],*,*,51,[11-499]
39005,ASHLAND,OH,Hypertension,Rural,62,"[5,000-9,999]",62,"[5,000-9,999]",59,[11-499],61,[11-499],59,[11-499],*,*,65,[11-499]
39007,ASHTABULA,OH,Hypertension,Rural,60,"[10,000+]",60,"[10,000+]",64,[11-499],47,[11-499],60,[11-499],*,*,60,[11-499]
39009,ATHENS,OH,Hypertension,Rural,61,"[5,000-9,999]",61,"[5,000-9,999]",57,[11-499],32,[11-499],45,[11-499],*,*,62,[11-499]
39011,AUGLAIZE,OH,Hypertension,Rural,63,"[5,000-9,999]",63,"[5,000-9,999]",73,[11-499],56,[11-499],69,[11-499],*,*,72,[11-499]
39013,BELMONT,OH,Hypertension,Urban,59,"[5,000-9,999]",59,"[5,000-9,999]",64,[11-499],62,[11-499],53,[11-499],*,*,70,[11-499]
39015,BROWN,OH,Hypertension,Urban,58,"[1,000-4,999]",58,"[1,000-4,999]",67,[11-499],*,*,73,[11-499],*,*,50,[11-499]
39017,BUTLER,OH,Hypertension,Urban,63,"[10,000+]",63,"[10,000+]",68,"[1,000-4,999]",53,[11-499],51,[11-499],*,*,57,[11-499]
39019,CARROLL,OH,Hypertension,Urban,55,"[1,000-4,999]",55,"[1,000-4,999]",*,*,*,*,*,*,*,*,*,*
39021,CHAMPAIGN,OH,Hypertension,Rural,60,"[1,000-4,999]",60,"[1,000-4,999]",76,[11-499],*,*,75,[11-499],*,*,50,[11-499]
39023,CLARK,OH,Hypertension,Urban,61,"[10,000+]",61,"[10,000+]",68,[500-999],35,[11-499],54,[11-499],*,*,53,[11-499]
39025,CLERMONT,OH,Hypertension,Urban,57,"[10,000+]",57,"[10,000+]",56,[11-499],41,[11-499],47,[11-499],*,*,57,[11-499]
39027,CLINTON,OH,Hypertension,Rural,58,"[5,000-9,999]",58,"[5,000-9,999]",54,[11-499],65,[11-499],39,[11-499],*,*,62,[11-499]
39029,COLUMBIANA,OH,Hypertension,Rural,63,"[10,000+]",63,"[10,000+]",59,[11-499],32,[11-499],52,[11-499],*,*,62,[11-499]
39031,COSHOCTON,OH,Hypertension,Rural,65,"[1,000-4,999]",65,"[1,000-4,999]",62,[11-499],60,[11-499],*,*,*,*,59,[11-499]
39033,CRAWFORD,OH,Hypertension,Rural,59,"[5,000-9,999]",59,"[5,000-9,999]",57,[11-499],31,[11-499],50,[11-499],*,*,58,[11-499]
39035,CUYAHOGA,OH,Hypertension,Urban,58,"[10,000+]",57,"[10,000+]",61,"[10,000+]",51,"[1,000-4,999]",52,"[1,000-4,999]",47,[11-499],59,[500-999]
39037,DARKE,OH,Hypertension,Rural,64,"[5,000-9,999]",64,"[5,000-9,999]",65,[11-499],47,[11-499],67,[11-499],*,*,68,[11-499]
39039,DEFIANCE,OH,Hypertension,Rural,62,"[5,000-9,999]",62,"[5,000-9,999]",59,[11-499],47,[11-499],64,[11-499],*,*,75,[11-499]
39041,DELAWARE,OH,Hypertension,Urban,57,"[10,000+]",57,"[10,000+]",63,[11-499],52,[11-499],52,[11-499],*,*,57,[11-499]
39043,ERIE,OH,Hypertension,Urban,60,"[10,000+]",59,"[10,000+]",69,[500-999],55,[11-499],65,[11-499],*,*,64,[11-499]
39045,FAIRFIELD,OH,Hypertension,Urban,61,"[10,000+]",61,"[10,000+]",69,[11-499],67,[11-499],50,[11-499],*,*,62,[11-499]
39047,FAYETTE,OH,Hypertension,Rural,60,"[1,000-4,999]",60,"[1,000-4,999]",60,[11-499],71,[11-499],61,[11-499],*,*,55,[11-499]
39049,FRANKLIN,OH,Hypertension,Urban,58,"[10,000+]",56,"[10,000+]",65,"[10,000+]",50,"[1,000-4,999]",48,[500-999],39,[11-499],61,[500-999]
39051,FULTON,OH,Hypertension,Urban,61,"[5,000-9,999]",62,"[5,000-9,999]",83,[11-499],50,[11-499],50,[11-499],*,*,76,[11-499]
39053,GALLIA,OH,Hypertension,Rural,65,"[5,000-9,999]",64,"[1,000-4,999]",69,[11-499],*,*,60,[11-499],*,*,92,[11-499]
39055,GEAUGA,OH,Hypertension,Urban,56,"[5,000-9,999]",55,"[5,000-9,999]",60,[11-499],71,[11-499],52,[11-499],*,*,51,[11-499]
39057,GREENE,OH,Hypertension,Urban,58,"[10,000+]",58,"[10,000+]",67,[500-999],36,[11-499],50,[11-499],73,[11-499],48,[11-499]
39059,GUERNSEY,OH,Hypertension,Rural,63,"[5,000-9,999]",63,"[5,000-9,999]",67,[11-499],70,[11-499],42,[11-499],*,*,42,[11-499]
39061,HAMILTON,OH,Hypertension,Urban,58,"[10,000+]",57,"[10,000+]",63,"[10,000+]",51,[500-999],50,[11-499],0,[11-499],51,[11-499]
39063,HANCOCK,OH,Hypertension,Rural,59,"[5,000-9,999]",60,"[5,000-9,999]",65,[11-499],41,[11-499],57,[11-499],*,*,52,[11-499]
39065,HARDIN,OH,Hypertension,Rural,65,"[1,000-4,999]",65,"[1,000-4,999]",79,[11-499],*,*,28,[11-499],*,*,73,[11-499]
39067,HARRISON,OH,Hypertension,Rural,63,"[1,000-4,999]",63,"[1,000-4,999]",80,[11-499],*,*,*,*,*,*,*,*
39069,HENRY,OH,Hypertension,Rural,64,"[1,000-4,999]",64,"[1,000-4,999]",50,[11-499],*,*,64,[11-499],*,*,*,*
39071,HIGHLAND,OH,Hypertension,Rural,59,"[5,000-9,999]",59,"[1,000-4,999]",52,[11-499],69,[11-499],50,[11-499],*,*,64,[11-499]
39073,HOCKING,OH,Hypertension,Rural,59,"[1,000-4,999]",59,"[1,000-4,999]",81,[11-499],71,[11-499],*,*,*,*,69,[11-499]
39075,HOLMES,OH,Hypertension,Rural,58,"[1,000-4,999]",58,"[1,000-4,999]",53,[11-499],*,*,58,[11-499],*,*,*,*
39077,HURON,OH,Hypertension,Rural,59,"[5,000-9,999]",59,"[5,000-9,999]",56,[11-499],83,[11-499],61,[11-499],*,*,54,[11-499]
39079,JACKSON,OH,Hypertension,Rural,63,"[1,000-4,999]",63,"[1,000-4,999]",56,[11-499],*,*,*,*,*,*,58,[11-499]
39081,JEFFERSON,OH,Hypertension,Urban,64,"[10,000+]",64,"[5,000-9,999]",66,[11-499],64,[11-499],59,[11-499],*,*,70,[11-499]
39083,KNOX,OH,Hypertension,Rural,55,"[5,000-9,999]",55,"[5,000-9,999]",66,[11-499],48,[11-499],39,[11-499],*,*,54,[11-499]
39085,LAKE,OH,Hypertension,Urban,58,"[10,000+]",58,"[10,000+]",57,[500-999],52,[11-499],46,[11-499],*,*,51,[11-499]
39087,LAWRENCE,OH,Hypertension,Urban,67,"[10,000+]",67,"[10,000+]",74,[11-499],*,*,69,[11-499],*,*,60,[11-499]
39089,LICKING,OH,Hypertension,Urban,60,"[10,000+]",60,"[10,000+]",64,[11-499],54,[11-499],51,[11-499],*,*,55,[11-499]
39091,LOGAN,OH,Hypertension,Rural,58,"[5,000-9,999]",58,"[5,000-9,999]",54,[11-499],42,[11-499],57,[11-499],*,*,67,[11-499]
39093,LORAIN,OH,Hypertension,Urban,62,"[10,000+]",62,"[10,000+]",66,"[1,000-4,999]",56,[11-499],58,"[1,000-4,999]",54,[11-499],54,[11-499]
39095,LUCAS,OH,Hypertension,Urban,59,"[10,000+]",59,"[10,000+]",64,"[5,000-9,999]",53,[11-499],56,"[1,000-4,999]",56,[11-499],61,[11-499]
39097,MADISON,OH,Hypertension,Urban,61,"[1,000-4,999]",61,"[1,000-4,999]",62,[11-499],47,[11-499],61,[11-499],*,*,67,[11-499]
39099,MAHONING,OH,Hypertension,Urban,59,"[10,000+]",59,"[10,000+]",62,"[1,000-4,999]",53,[11-499],50,[500-999],*,*,63,[11-499]
39101,MARION,OH,Hypertension,Rural,64,"[5,000-9,999]",64,"[5,000-9,999]",69,[11-499],54,[11-499],61,[11-499],*,*,77,[11-499]
39103,MEDINA,OH,Hypertension,Urban,58,"[10,000+]",58,"[10,000+]",62,[11-499],47,[11-499],52,[11-499],*,*,52,[11-499]
39105,MEIGS,OH,Hypertension,Rural,67,"[1,000-4,999]",67,"[1,000-4,999]",67,[11-499],*,*,*,*,*,*,*,*
39107,MERCER,OH,Hypertension,Rural,60,"[5,000-9,999]",60,"[5,000-9,999]",*,*,53,[11-499],48,[11-499],*,*,50,[11-499]
39109,MIAMI,OH,Hypertension,Urban,64,"[10,000+]",65,"[10,000+]",64,[11-499],57,[11-499],57,[11-499],*,*,64,[11-499]
39111,MONROE,OH,Hypertension,Rural,61,"[1,000-4,999]",61,"[1,000-4,999]",*,*,*,*,*,*,*,*,*,*
39113,MONTGOMERY,OH,Hypertension,Urban,62,"[10,000+]",62,"[10,000+]",66,"[5,000-9,999]",50,[500-999],50,[11-499],58,[11-499],53,[11-499]
39115,MORGAN,OH,Hypertension,Rural,60,"[1,000-4,999]",60,"[1,000-4,999]",63,[11-499],*,*,*,*,*,*,*,*
39117,MORROW,OH,Hypertension,Urban,60,"[1,000-4,999]",60,"[1,000-4,999]",*,*,*,*,45,[11-499],*,*,*,*
39119,MUSKINGUM,OH,Hypertension,Rural,66,"[10,000+]",66,"[10,000+]",66,[500-999],56,[11-499],53,[11-499],*,*,65,[11-499]
39121,NOBLE,OH,Hypertension,Rural,59,"[1,000-4,999]",59,"[1,000-4,999]",*,*,*,*,*,*,*,*,*,*
39123,OTTAWA,OH,Hypertension,Urban,56,"[5,000-9,999]",57,"[5,000-9,999]",59,[11-499],54,[11-499],44,[11-499],*,*,63,[11-499]
